index,id,eventid,resid,resdepth,position,rotation,scale,material,shader,texture,font,events,components,children
89,font_equip_item,0,slot_inven_item,:1:0,75:0:-11,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
90,item_grade,0,slot_inven_item,:2,-100:25:-10,0:0:0,0.8:0.8:1,0,0,0,0,0,"Grade:{DataSource:{}Table:{item_table}Field:{itemgrade}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}GradeObject:{icon_grade_1;icon_grade_2;icon_grade_3;icon_grade_4;icon_grade_5;icon_grade_6;icon_grade_7}UseParentScale:{True}}",0
91,text_item_benefit,0,slot_inven_item,:3,-100:-25:-10,0:0:0,1:1:1,font_godic_tex,Particles/Alpha Blended,font_godic_tex,font_godic,0,"TextMultiGameData:{DataQueriesNum:{2}DataQueries0:{Text:{UseInGameWord:{True}UseCostString:{False}TextID:{}PreFix:{}PostFix:{}}DataSource:{Table:item_table:itemtype1}Table:{}Field:{}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}}DataQueries1:{Text:{UseInGameWord:{False}UseCostString:{False}TextID:{}PreFix:{[+ }PostFix:{]}}DataSource:{}Table:{item_table}Field:{value1}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}}}",0
92,thumbnail_icon,0,slot_inven_item,:4,-225:0:-10,0:0:0,1:1:1,icon_tex,Unlit/Transparent,ui_empty_tex,0,0,"Icon:{DataSource:{}Table:{item_table}Field:{itemicon}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}}",0
93,ui_sprite,0,ui_sprite,0,0:0:0,0:0:0,1:1:1,0,0,0,0,0,"Sprite:{Texture:{}}",0
94,mesh_skyday_obj,0,mesh_skyday_obj,0,0:-90:400,0:180:0,10:10:10,0,0,0,0,0,0,95:96
95,floor,0,mesh_skyday_obj,:0,1.303365E-05:-90:440,270:180:0,1:1:1,ui_home_floor_tex,Particles/Alpha Blended,ui_home_floor_tex,0,0,0,0
96,sky,0,mesh_skyday_obj,:1,6.516827E-06:350:420,270:180:0,1:1:0.9,ui_home_sky_tex,Particles/Alpha Blended,ui_home_sky_tex,0,0,0,0
97,thumbnail_stage_02,0,thumbnail_stage_02,0,0:0:10,270:180:0,10:10:10,stage_2_tex,Particles/Alpha Blended,stage_02_tex,0,0,0,0
98,icon_chr_type2,0,icon_chr_type2,0,0:0:-1,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
99,slot_chr_inven3,0,slot_chr_inven3,0,0:0:-60,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,"Button:{InputType:{TAP}OnTap:{None,}EventTargetID:{}}",0,0
100,ui_worldmap,0,ui_worldmap,0,0:0:400,0:0:0,1:1:1,0,0,0,0,0,"WorldMap:{}",0
101,ui_hp_enemy,"0",ui_hp_enemy,0,0:0:0,0:0:0,2:2:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
102,worldmap_cover_obj,0,worldmap_cover_obj,0,0:0:-20,0:0:0,10:10:10,worldmap_cover_tex,Unlit/Transparent,worldmap_cover_tex,0,0,0,0
103,slot_chr_tradefree_gold,0,slot_chr_tradefree_gold,0,0:0:-60,0:0:0,1:1:1,ui_colored_tex,Particles/Alpha Blended,ui_colored_tex,0,"Button:{InputType:{TAP}OnTap:{None,}EventTargetID:{}}",0,104
104,text_tradefree_gold,0,slot_chr_tradefree_gold,:0,0:-50:-62,0:0:0,1:1:1,font_godic_tex,Particles/Alpha Blended,font_godic_tex,font_godic,0,0,105
105,icon_gold,0,slot_chr_tradefree_gold,:0:0,0:15:-65,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
106,slot_chr_info,0,slot_chr_info,0,0:0:0,0:0:0,1:1:1,0,0,0,0,0,"CharacterSlot:{DataSource:{}Table:{}Field:{}QueryKey:{NAME}UpdateOnFrame:{False}}",107:108:109:110:111:112
107,chr_grade,0,slot_chr_info,:0,0:-36:-3,0:0:0,0.6:0.6:1,0,0,0,0,0,"Grade:{DataSource:{}Table:{character_table}Field:{grade}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}GradeObject:{icon_grade_1;icon_grade_2;icon_grade_3;icon_grade_4;icon_grade_5;icon_grade_7;icon_grade_8}UseParentScale:{True}}",0
108,text_upgrade,0,slot_chr_info,:1,52:-10:-1,0:0:0,1:1:1,font_godic_tex,Particles/Alpha Blended,font_godic_tex,font_godic,0,"Text:{UseInGameWord:{False}UseCostString:{False}TextID:{}PreFix:{+}PostFix:{}}TextGameData:{DataSource:{MyHeros:level}Table:{}Field:{}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}}",0
109,text_level,0,slot_chr_info,:2,52:62:-1,0:0:0,1:1:1,font_godic_tex,Particles/Alpha Blended,font_godic_tex,font_godic,0,"Text:{UseInGameWord:{False}UseCostString:{False}TextID:{}PreFix:{Lv.}PostFix:{}}TextGameData:{DataSource:{MyHeros:level}Table:{}Field:{}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}}",0
110,text_name,0,slot_chr_info,:3,0:-60:-1,0:0:0,1:1:1,font_godic_tex,Particles/Alpha Blended,font_godic_tex,font_godic,0,"Text:{UseInGameWord:{True}UseCostString:{False}TextID:{}PreFix:{}PostFix:{}}TextGameData:{DataSource:{}Table:{character_table}Field:{name}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}}",0
111,thumbnail_icon,0,slot_chr_info,:4,0:16:10,0:0:0,1:1:1,icon_tex,Unlit/Transparent,ui_empty_tex,0,0,"Icon:{DataSource:{}Table:{character_table}Field:{faceicon}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}}",0
112,font_team_member,0,slot_chr_info,:5,-31:46:-5,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,"ActiveControlGameData:{DataSource:{DecPosition}Table:{}Field:{}QueryKey:{PARENT/NAME}UpdateOnFrame:{False}CheckResultType:{INT}VisibleMin:{1}VisibleMax:{5}}",0
113,worldmap_actlabel,0,worldmap_actlabel,0,0:0:-30,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,114
114,text_act_titlename,0,worldmap_actlabel,:0,0:15:-31,0:0:0,1:1:1,font_godic_tex,Particles/Alpha Blended,font_godic_tex,font_godic,0,"Text:{UseInGameWord:{True}UseCostString:{False}TextID:{}PreFix:{}PostFix:{}}",0
115,ui_battle_bossskill_on,"0",ui_battle_bossskill_on,0,0:0:0,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
116,info_item,0,info_item,0,0:0:-5,0:0:0,1:1:1,ui_colored_tex,Particles/Alpha Blended,ui_colored_tex,0,0,0,117:118:119
117,item_grade,0,info_item,:0,45:25:-10,0:0:0,0.8:0.8:1,0,0,0,0,0,0,0
118,thumbnail_icon,0,info_item,:1,-88:0:-10,0:0:0,1:1:1,icon_tex,Unlit/Transparent,ui_empty_tex,0,0,0,0
119,text_item_benefit,0,info_item,:2,40:-25:-10,0:0:0,1:1:1,font_godic_tex,Particles/Alpha Blended,font_godic_tex,font_godic,0,0,0
120,ui_character_slot_dec,0,ui_character_slot,0,0:0:0,0:0:0,1:1:1,0,0,0,0,0,"Slot:{DataSource:{}Table:{character_table}Field:{type}QueryKey:{NAME}UpdateOnFrame:{False}TypeBaseObject:{slot_chr_type1;slot_chr_type2;slot_chr_type3;slot_chr_type4;slot_chr_type5}InfoObject:{slot_chr_info_dec}}",0
121,icon_grade_3,0,icon_grade_3,0,0:0:-1,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,122:123
122,icon_grade_3,0,icon_grade_3,:0,30:0:-2,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
123,icon_grade_3,0,icon_grade_3,:1,-30:0:0,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
124,icon_grade_6,0,icon_grade_6,0,-15:0:-1,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,125:126:127:128:129
125,icon_grade_6,0,icon_grade_6,:0,15:0:-2,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
126,icon_grade_6,0,icon_grade_6,:1,-45:0:0,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
127,icon_grade_6,0,icon_grade_6,:2,45:0:-3,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
128,icon_grade_6,0,icon_grade_6,:3,-75:0:1,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
129,icon_grade_6,0,icon_grade_6,:4,75:0:-4,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
130,icon_grade_1,0,icon_grade_1,0,0:0:-1,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
131,ui_character_slot,0,ui_character_slot,0,0:0:0,0:0:0,1:1:1,0,0,0,0,0,"Slot:{DataSource:{}Table:{character_table}Field:{type}QueryKey:{NAME}UpdateOnFrame:{False}TypeBaseObject:{slot_chr_type1;slot_chr_type2;slot_chr_type3;slot_chr_type4;slot_chr_type5}InfoObject:{slot_chr_info}}",0
132,slot_chr_tradefree_gem,0,slot_chr_tradefree_gem,0,0:0:-60,0:0:0,1:1:1,ui_colored_tex,Particles/Alpha Blended,ui_colored_tex,0,"Button:{InputType:{TAP}OnTap:{None,}EventTargetID:{}}",0,133
133,text_tradefree_gem,0,slot_chr_tradefree_gem,:0,0:-50:-62,0:0:0,1:1:1,font_godic_tex,Particles/Alpha Blended,font_godic_tex,font_godic,0,0,134
134,icon_gem,0,slot_chr_tradefree_gem,:0:0,0:15:-65,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,0,0,0
135,slot_chr_inven4,0,slot_chr_inven4,0,0:0:-60,0:0:0,1:1:1,ui_tex,Mobile/Particles/Alpha Blended,ui_tex,0,"Button:{InputType:{TAP}OnTap:{None,}EventTargetID:{}}",0,0
136,mesh_actlabel_obj,0,mesh_actlabel_obj,0,0:14:30,0:180:0,3.2:3.2:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,137:138:139:140:141:142:143:144:145:146:147:148:149:150:151:152:153:154:155:156
137,particle_1,0,mesh_actlabel_obj,:0,-22.76026:8.62174:10.69208,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
138,particle_2,0,mesh_actlabel_obj,:1,93.55708:8.62174:10.69207,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
139,particle_3,0,mesh_actlabel_obj,:2,93.55708:8.62174:10.69207,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
140,particle_4,0,mesh_actlabel_obj,:3,93.43967:8.62174:10.69207,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
141,particle_5,0,mesh_actlabel_obj,:4,-98.08752:8.62174:10.69209,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
142,particle_6,0,mesh_actlabel_obj,:5,-93.31451:8.62174:10.69209,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
143,particle_7,0,mesh_actlabel_obj,:6,-63.55136:8.62174:10.69208,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
144,particle_8,0,mesh_actlabel_obj,:7,23.00282:8.62174:10.69208,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
145,particle_9,0,mesh_actlabel_obj,:8,63.79392:8.62174:10.69207,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
146,particle_10,0,mesh_actlabel_obj,:9,33.76669:8.62174:10.69207,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
147,particle_11,0,mesh_actlabel_obj,:10,71.33957:26.17826:10.69207,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
148,particle_12,0,mesh_actlabel_obj,:11,-95.78393:8.940924:10.69209,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
149,particle_13,0,mesh_actlabel_obj,:12,-82.55065:8.62174:10.69209,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
150,particle_14,0,mesh_actlabel_obj,:13,-96.71014:8.62174:10.69209,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
151,particle_15,0,mesh_actlabel_obj,:14,103.1292:8.62174:10.69207,0:180:0,1:1:1,ui_actlabel_effect_tex_01,Particles/Additive,ui_actlabel_effect_tex_01,0,0,0,0
152,ui_actlabel_effect_2,0,mesh_actlabel_obj,:15,-1.916785E-06:44.92144:8.074539,-3.232971E-05:5.008956E-06:180,-1:-1:-1,ui_actlabel_effect_tex_02,Particles/Additive,ui_actlabel_effect_tex_02,0,0,0,0
153,ui_actlabel_effect_03,0,mesh_actlabel_obj,:16,-2.000419E-06:44.92145:7.117874,-5.008956E-06:5.008956E-06:180,-1:-1:-1,ui_actlabel_effect_tex_03,Particles/Additive,ui_actlabel_effect_tex_03,0,0,0,0
154,ui_actlabel_effect_04_B,0,mesh_actlabel_obj,:17,-2.081078E-06:44.92145:6.195244,0:180:180,-1:-1:-1,ui_actlabel_effect_tex_04,Particles/Additive,ui_actlabel_effect_tex_04,0,0,0,0
155,ui_actlabel_effect_04_F,0,mesh_actlabel_obj,:18,-2.156921E-06:44.92145:5.327698,0:180:0,1:1:1,ui_actlabel_effect_tex_04,Particles/Additive,ui_actlabel_effect_tex_04,0,0,0,0
156,base,0,mesh_actlabel_obj,:19,-2.260271E-06:-0.8653965:4.145508,0:180:0,3.12:3.12:3.12,0,0,0,0,0,0,0



